y,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
0,0.2800734241153956,0.005821280166636098,0.06636859532760134,0.7039555974991207,0.8507463509061617,0.12776820783408746,0.12963159802348662,0.2938442371913554,0.11593916916423075,0.6388056072725004
0,0.26997243806002624,0.008489366158785337,0.0,0.6539458583363608,0.8656716991164157,0.14700213764186312,0.14116324314950102,0.2769090835683676,0.1165692637897687,0.6718889533596534
0,0.2516069615285904,0.006427662176448239,0.06162321862320179,0.5534476814434544,0.8656716991164157,0.13051590500268676,0.12485988243570575,0.18898384464093115,0.10837791241189619,0.6781437731890444
0,0.2626262325692117,0.007013834456169202,0.0,0.5771635826380734,0.7014925348210255,0.11815124293019963,0.13321038734769033,0.30087334682977757,0.12287031108338084,0.5744168656510169
2,0.2773186435508408,0.008327662573176825,0.059350773591271264,0.6563394700160353,0.8656716991164157,0.1257074390932697,0.1324150996608148,0.24315984058046247,0.111528425954879,0.6159604517675309
0,0.2690541530747743,0.005679788885606674,0.0,0.45360896292950204,0.8656716991164157,0.11746431450241808,0.12843867175990947,0.2179525778785205,0.10585749349445134,0.5932396460034979
0,0.28925619957671406,0.005679788885606674,0.0,0.33465724148643267,0.8656716991164157,0.1105950633096564,0.1308245242870638,0.2057520807018151,0.10333707457700649,0.548760607339365
2,0.26170794758395977,0.00614468476336521,0.06576707902616565,0.641456674511476,0.8656716991164157,0.10647350928549403,0.1264504578094568,0.29158779321601813,0.11278863541360143,0.5458117818547076
1,0.24150597547322103,0.006427662176448239,0.06496503849764468,0.7087391367334479,0.8656716991164157,0.1030388836891132,0.135198601298143,0.3194097901129895,0.1235004057089188,0.49391029879598997
0,0.25711659704890105,8.085179280425524e-05,0.0,0.5124093809231964,0.7014925348210255,0.12982899311743207,0.12843867175990947,0.17289083453013343,0.10963812187061861,0.6560968148635739
3,0.0,0.004790426888223594,0.06295994657297894,0.0,0.985074651789746,0.10922120645409333,0.11332823730969135,0.1243945921939797,0.11971979754039802,0.6248909734160871
2,0.2635445175544637,0.005801067862057012,0.06570023135271276,0.5544015132959477,0.8507463509061617,0.1167774026171634,0.12923395944678498,0.1359511820924103,0.09073500019742872,0.5858529556419679
0,0.27180900803053015,0.0071148959790646345,0.06162321862320179,0.649077108855555,0.8656716991164157,0.12364665380992508,0.12605281923275513,0.2447880654519867,0.11719937862295317,0.6356787545635149
3,0.2819099940858995,0.005760640678410929,0.06182372405701368,0.6363079315289915,0.985074651789746,0.09891732966495081,0.1157141003703179,0.2244385998304293,0.1304315678357154,0.5566824009176807
3,0.2708907230452782,0.005619151971869415,6.68476734528925e-05,0.6661903449541331,0.9701493035794919,0.08861343633328145,0.11650938805719341,0.08480433039756835,0.043477175806807475,0.4940480214739652
0,0.2598714520046569,0.005417023777102731,0.062224734924637475,0.5847874634216893,0.8656716991164157,0.11815124293019963,0.1264504578094568,0.20710149441397172,0.1165692637897687,0.607026586884715
2,0.25344353149909427,0.007013834456169202,0.06182372405701368,0.6698711423794289,0.8656716991164157,0.12021202821354424,0.1280410331832078,0.2578116150168129,0.10522739886891337,0.608829054488775
0,0.25344353149909427,0.005679788885606674,0.06549972591890087,0.7139235325387269,0.7910447910738476,0.13532438745463068,0.12605281923275513,0.21733779754180152,0.10270697995146852,0.6955737250018945
0,0.2598714520046569,0.007478727759439829,0.06088800697486032,0.617088326659719,0.8507463509061617,0.14081979833435615,0.12923395944678498,0.20154488144469632,0.11278863541360143,0.7078091265837645
2,0.29292926512652084,0.00675106677317735,0.06302677545315845,0.5503235434247221,0.8656716991164157,0.1044127240021494,0.12326931759542695,0.235145259806551,0.10522739886891337,0.5495263937200688
0,0.28741962960621015,0.006124472458786123,0.05961812669853605,0.6854772148157443,0.8656716991164157,0.13051590500268676,0.1308245242870638,0.18459634673172648,0.09199520965615114,0.6455776997359589
2,0.2819099940858995,0.006447874481027325,0.06255891691208176,0.679296441456104,0.8656716991164157,0.11609047418938187,0.12605281923275513,0.27925400423350005,0.10900802724508064,0.5967056512546044
0,0.2681358680895224,0.006023408361402782,0.0672374835295752,0.827471117945361,0.8656716991164157,0.14288058361770076,0.1324150996608148,0.273377167938447,0.12413052054210327,0.699934324020321
3,0.2819099940858995,0.005760640678410929,0.06182372405701368,0.6363079315289915,0.985074651789746,0.10784736614105711,0.11412352499656686,0.26880493023953306,0.14492394629955355,0.6158485462874499
0,0.2947658350970247,0.00652872627383158,0.0645640088367475,0.4788107549354499,0.8656716991164157,0.12433358223770662,0.12843867175990947,0.26723380570888056,0.1165692637897687,0.6286526691639389
1,0.24426075603777586,0.005881917080373358,0.06215790604445797,0.624602396749128,0.8656716991164157,0.10235195526133166,0.1272457454963323,0.0914247400204177,0.0686813447736095,0.5216982404186621
1,0.2369145505469613,0.006670214980373095,0.06409616908894421,0.662264850321725,0.8656716991164157,0.10784736614105711,0.1272457454963323,0.18833543854792104,0.09577583803231843,0.5495263937200688
2,0.25068867654333843,0.005902129384952444,0.06529922048508897,0.6977039938648621,0.8656716991164157,0.12158586852658046,0.12764338407303394,0.2611990494811944,0.10774781778635822,0.6181166521297888
0,0.27823685414489174,0.005841492471215184,0.06670277731504563,0.5034415075629738,0.8656716991164157,0.12227279695436201,0.12764338407303394,0.3017053968473691,0.11782947324849113,0.620706172799149
0,0.258034882034153,0.005679788885606674,0.06489819082419179,0.8828105975876586,0.8507463509061617,0.1195250997857627,0.12764338407303394,0.31785660316416636,0.10900802724508064,0.6078584950096657
0,0.27823685414489174,0.0059223442640194395,0.06817318181845518,0.6579387368038503,0.8507463509061617,0.11471661733381879,0.09702487659589608,0.3176181083060809,0.1272810340850861,0.430076905532087
1,0.24150597547322103,0.006427662176448239,0.06496503849764468,0.7087391367334479,0.8656716991164157,0.10990813488187487,0.12525753154587962,0.32588462270517193,0.13295196654551375,0.5693432290590951
0,0.28466477465045437,0.0,0.060486996107236526,0.5817521009317151,0.8208954874943557,0.11609047418938187,0.1308245242870638,0.24427964170978034,0.11467895970550832,0.5749072995433886
2,0.27180900803053015,0.005396811472523645,0.06596758445997755,0.6068686826911843,0.8358208357046099,0.11128199173743794,0.12764338407303394,0.2711587908570242,0.11278863541360143,0.5655938847044805
0,0.24058769048796907,0.00553830017906516,0.06757166551701949,0.8062339198341525,0.8656716991164157,0.12914206468965053,0.1280410331832078,0.20285732412806629,0.08695437182126144,0.6540245668282811
3,0.32047751711927513,0.005497875569906986,0.06102168352849271,0.599067369692795,0.985074651789746,0.11265584859300103,0.11173767246941255,0.2302784650966957,0.13169177729443782,0.6551071246550897
0,0.2626262325692117,0.007013834456169202,0.0,0.5771635826380734,0.7014925348210255,0.12982899311743207,0.1264504578094568,0.2455741468113209,0.11278863541360143,0.6646701676520541
0,0.24426075603777586,0.00824681335486048,0.06977726287549713,0.4933139667199913,0.7014925348210255,0.16119860334092542,0.12830611854536075,0.20986630445440338,0.114258883150052,0.8152012404142045
0,0.26997243806002624,0.006185109372523382,0.06496503849764468,0.6608997037369267,0.8358208357046099,0.1257074390932697,0.13002924713366049,0.2528877199660859,0.10333707457700649,0.626467308369527
0,0.2644628025397156,0.007620216465981343,0.06382881598167942,0.7514335108725065,0.8656716991164157,0.12502051066548817,0.13201746108411316,0.285904636663033,0.1134187502467859,0.6123141904692564
0,0.24242418606727195,0.005154258668598788,0.062024229490825575,0.7765962036161231,0.8656716991164157,0.14906290638268088,0.1272457454963323,0.2629135593122581,0.11782947324849113,0.7597497069097967
0,0.25528002707839714,0.00553830017906516,0.06509871505127707,0.6906721876251191,0.6417909749887114,0.14494135235851852,0.12684809638615843,0.20999619331060856,0.11089833132934104,0.7394358440774977
2,0.27180900803053015,0.00525532276598213,0.0675048178435666,0.6838638057415543,0.8656716991164157,0.1257074390932697,0.12525753154587962,0.2535630035932841,0.10396718941019094,0.6504196316201611
2,0.26170794758395977,0.006346812958131893,0.06396249253531182,0.684948839981931,0.8656716991164157,0.12708127940630592,0.12605281923275513,0.2582998517698222,0.11593916916423075,0.6536595970882659
0,0.27548207358033694,0.00553830017906516,0.06710380697594281,0.6133756793793936,0.8656716991164157,0.12364665380992508,0.12764338407303394,0.2023400181106132,0.09892635157530123,0.6278543791168216
1,0.2561983120636491,0.006710642164019178,0.06483136194401229,0.5074626706032136,0.8656716991164157,0.1257074390932697,0.13042688571036212,0.3098811851492972,0.12476061516764123,0.625323086444151
0,0.27915513913014367,0.0,0.06697013042231041,0.6404354588239012,0.8059701392841017,0.11402968890603725,0.12326931759542695,0.2932854036532683,0.11026821649615658,0.6003026927151669
1,0.006427920505562568,0.006629790371214922,0.06857421147935236,0.5219978510855273,0.2835821169687206,0.12021202821354424,0.12167874222167592,0.3392867071559993,0.09703604749104085,0.6398793426755681
3,0.32047751711927513,0.005821280166636098,0.060821178094680815,0.7311501446137914,0.9701493035794919,0.10578658085771249,0.109351809408786,0.27153282692829006,0.1436637368408311,0.6274938670224859
2,0.28741962960621015,0.0058617047757942705,0.06356146287441464,0.651601922923113,0.8656716991164157,0.11815124293019963,0.12684809638615843,0.26656192503128984,0.1045972840357289,0.6046934737095488
0,0.2672175831042704,0.006629790371214922,0.06356146287441464,0.761880144479499,0.8507463509061617,0.16829683619045654,0.09622958890902056,0.15283142710478204,0.08947479073870629,0.6281779298990641
